CMDLINE C:\Users\antoi\anaconda3\python.exe read_sort.py -i data/humch1_1Mb_reads_10x.fasta -m chatgpt_sort -c data/headerless/humch1_1Mb_reads_10x.fasta.headerless.gz --delete_output True
MEM 2.105469 1670697834.1961
MEM 19.757812 1670697834.3071
MEM 29.082031 1670697834.4192
MEM 38.800781 1670697834.5282
MEM 46.734375 1670697834.6392
MEM 59.609375 1670697834.7512
MEM 68.527344 1670697834.8633
MEM 68.933594 1670697834.9733
MEM 69.699219 1670697835.0853
MEM 73.503906 1670697835.1973
MEM 83.167969 1670697835.3094
MEM 90.515625 1670697835.4214
MEM 101.152344 1670697835.5334
MEM 121.308594 1670697835.6454
MEM 121.308594 1670697835.7575
MEM 121.308594 1670697835.8695
MEM 121.308594 1670697835.9815
MEM 121.308594 1670697836.0935
MEM 121.308594 1670697836.2056
MEM 121.308594 1670697836.3176
MEM 121.308594 1670697836.4296
MEM 121.308594 1670697836.5416
MEM 121.363281 1670697836.6537
MEM 121.496094 1670697836.7657
MEM 121.558594 1670697836.8777
MEM 121.683594 1670697836.9897
MEM 121.910156 1670697837.1018
MEM 121.968750 1670697837.2138
MEM 122.132812 1670697837.3258
MEM 122.195312 1670697837.4378
MEM 122.351562 1670697837.5484
MEM 122.429688 1670697837.6584
MEM 122.531250 1670697837.7704
MEM 122.648438 1670697837.8824
MEM 123.125000 1670697837.9935
MEM 123.203125 1670697838.1045
MEM 123.343750 1670697838.2165
MEM 123.804688 1670697838.3275
MEM 123.937500 1670697838.4386
MEM 124.082031 1670697838.5506
MEM 124.128906 1670697838.6616
MEM 124.269531 1670697838.7726
MEM 124.332031 1670697838.8847
MEM 124.457031 1670697838.9962
MEM 124.519531 1670697839.1082
MEM 124.617188 1670697839.2202
MEM 124.769531 1670697839.3293
MEM 124.832031 1670697839.4403
MEM 124.957031 1670697839.5523
MEM 125.019531 1670697839.6643
MEM 125.101562 1670697839.7764
MEM 125.207031 1670697839.8884
MEM 125.332031 1670697840.0004
MEM 125.457031 1670697840.1124
MEM 125.519531 1670697840.2225
MEM 125.589844 1670697840.3325
MEM 125.707031 1670697840.4445
MEM 125.832031 1670697840.5565
MEM 125.878906 1670697840.6686
MEM 126.019531 1670697840.7776
MEM 126.082031 1670697840.8876
MEM 133.238281 1670697840.9976
MEM 134.542969 1670697841.1077
MEM 112.726562 1670697841.2197
MEM 112.730469 1670697841.3317
MEM 112.730469 1670697841.4437
MEM 112.738281 1670697841.5558
MEM 112.738281 1670697841.6678
MEM 112.738281 1670697841.7798
MEM 112.738281 1670697841.8878
MEM 112.738281 1670697841.9999
MEM 112.738281 1670697842.1119
MEM 112.738281 1670697842.2219
MEM 112.738281 1670697842.3339
MEM 112.738281 1670697842.4460
MEM 112.738281 1670697842.5580
MEM 112.738281 1670697842.6700
MEM 112.738281 1670697842.7820
MEM 112.738281 1670697842.8931
MEM 112.738281 1670697843.0021
MEM 112.738281 1670697843.1141
MEM 112.738281 1670697843.2241
MEM 112.738281 1670697843.3362
MEM 112.738281 1670697843.4482
MEM 112.738281 1670697843.5602
MEM 112.738281 1670697843.6702
MEM 112.738281 1670697843.7823
MEM 112.738281 1670697843.8943
MEM 112.738281 1670697844.0063
MEM 112.738281 1670697844.1163
MEM 112.464844 1670697844.2274
MEM 112.464844 1670697844.3384
MEM 111.738281 1670697844.4504
